-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2022 
Location: Latitude  -54.8107   Longitude -68.3147 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 268.93 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
TS                     MERRA-2 Earth Skin Temperature (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE             MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
YEAR,DOY,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M
2022,124,21.27,31.09,2.25,0.12,1.19,2.56,3.7,4.44,0.73,4.03,86.25,0.3,95.4,5.1,8.14,2.41,5.73,292.06
2022,125,14.56,30.77,3.63,2.26,2.94,3.76,4.96,6.39,1.44,4.7,90.81,1.5,95.51,6.48,8.73,4.7,4.03,305.5
2022,126,17.04,29.84,2.65,0.47,1.56,2.97,3.9,4.54,0.64,4.09,85.81,1.33,96.57,4.81,6.03,2.84,3.2,205.62
2022,127,17.9,29.27,5.55,3.17,4.36,5.27,3.98,8.12,4.13,5.07,85.06,1.55,94.66,7.83,10.07,6.23,3.84,258.0
2022,128,17.47,28.36,3.92,1.38,2.65,3.83,2.93,5.27,2.34,4.46,83.62,0.49,95.27,7.97,11.57,4.88,6.69,274.56
2022,129,18.49,27.62,3.58,2.26,2.91,3.35,6.13,6.9,0.77,4.64,90.94,0.26,96.87,4.48,8.25,2.75,5.5,271.31
2022,130,16.62,26.95,3.25,1.91,2.58,3.09,5.09,5.69,0.6,4.52,91.06,0.06,97.93,3.97,5.36,2.75,2.61,323.62
2022,131,14.88,26.68,5.25,4.4,4.82,4.72,3.84,7.42,3.57,5.37,94.19,0.03,97.58,3.81,5.71,1.3,4.41,334.75
2022,132,16.28,25.67,4.48,4.4,4.44,4.51,1.52,5.05,3.53,5.37,98.88,0.68,97.64,2.04,2.89,1.24,1.65,97.25
2022,133,14.95,25.24,4.0,3.42,3.71,3.35,4.7,5.59,0.89,5.0,95.88,2.39,97.29,1.66,2.93,0.88,2.04,195.69
2022,134,18.32,24.72,2.46,1.7,2.08,2.05,6.62,6.34,-0.27,4.39,94.62,0.27,98.17,3.37,5.46,1.92,3.54,294.88
2022,135,13.78,24.03,3.4,2.75,3.08,3.03,3.99,5.05,1.05,4.7,95.19,0.07,98.9,4.77,7.48,1.88,5.6,338.31
2022,136,9.13,23.2,2.44,1.19,1.82,2.85,4.8,5.34,0.54,4.21,91.5,1.36,98.85,3.32,6.8,1.4,5.4,261.62
2022,137,9.75,21.63,2.34,1.56,1.95,2.86,3.31,3.55,0.24,4.33,94.44,0.18,98.9,5.73,7.34,1.54,5.8,139.81
2022,138,18.68,21.89,4.8,4.0,4.4,4.55,4.78,7.42,2.65,5.19,94.5,0.34,97.94,2.35,5.46,0.96,4.49,307.94
2022,139,14.66,19.98,6.12,5.7,5.91,5.7,3.87,8.87,5.01,5.86,96.31,0.14,97.69,3.25,4.9,1.38,3.52,256.88
2022,140,11.6,20.12,4.12,3.42,3.77,4.43,0.98,4.8,3.81,5.07,95.12,2.5,96.47,5.64,7.34,2.66,4.66,89.88
2022,141,13.34,21.05,2.09,1.19,1.64,2.12,3.89,3.58,-0.31,4.33,93.75,2.96,96.07,2.57,3.77,1.59,2.17,287.12
2022,142,14.96,20.21,0.98,-0.54,0.22,1.37,4.19,3.36,-0.82,3.85,89.81,2.39,95.57,3.65,4.49,2.69,1.8,227.12
2022,143,9.32,19.8,0.06,-1.93,-0.94,0.31,3.45,2.0,-1.45,3.48,86.69,0.38,95.52,2.83,4.27,0.38,3.89,273.25
2022,144,14.3,19.09,0.65,-0.65,-0.0,1.3,2.74,2.0,-0.74,3.72,91.0,1.03,96.9,4.9,7.32,2.93,4.39,231.0
2022,145,11.7,19.07,2.05,1.06,1.55,2.49,1.79,2.98,1.19,4.21,93.06,2.42,97.24,7.8,8.62,6.95,1.67,240.44
2022,146,9.95,18.62,0.48,-1.31,-0.42,1.27,2.91,1.71,-1.2,3.54,87.75,5.81,97.2,8.35,9.33,7.77,1.55,230.44
2022,147,8.99,18.36,0.48,-1.27,-0.4,1.25,2.62,1.75,-0.86,3.6,87.94,4.15,97.2,7.78,8.75,6.58,2.18,220.0
2022,148,12.13,17.81,0.15,-1.88,-0.86,0.95,0.76,0.6,-0.16,3.42,86.0,2.51,97.46,7.47,8.05,7.0,1.04,210.94
2022,149,8.62,17.6,0.48,-0.92,-0.22,1.22,1.77,1.51,-0.25,3.66,90.19,2.37,98.11,6.59,7.41,5.59,1.82,210.69
2022,150,12.2,17.48,2.62,2.18,2.4,2.87,1.81,3.33,1.53,4.52,96.81,3.09,98.24,6.74,7.32,5.94,1.38,215.88
2022,151,14.41,17.17,1.66,1.23,1.44,2.01,3.43,2.72,-0.71,4.21,96.94,1.67,98.47,3.53,6.38,1.77,4.61,227.38
2022,152,10.42,17.01,-0.54,-1.37,-0.95,-0.14,3.03,1.17,-1.86,3.54,94.81,0.2,98.15,2.48,3.66,1.79,1.88,298.31
2022,153,15.01,16.45,-0.99,-2.51,-1.75,-0.67,2.7,0.59,-2.1,3.23,90.31,0.04,97.44,3.88,5.16,2.41,2.75,296.5
2022,154,7.0,16.35,1.48,0.3,0.88,1.72,2.06,2.42,0.36,4.03,91.75,0.32,96.04,7.25,10.24,4.88,5.36,326.94
2022,155,9.98,15.86,0.77,-1.69,-0.45,1.11,3.4,2.26,-1.13,3.54,83.5,0.7,95.85,6.47,8.14,5.41,2.73,291.81
2022,156,5.48,15.76,1.84,0.76,1.3,2.15,2.66,3.13,0.47,4.27,92.5,0.41,94.71,8.05,8.84,6.65,2.19,348.0
2022,157,9.59,15.7,0.26,-2.0,-0.87,0.58,4.73,2.48,-2.24,3.48,85.19,0.51,94.95,6.34,10.52,3.12,7.4,302.94
2022,158,9.53,15.29,1.68,0.81,1.25,1.99,1.98,2.88,0.9,4.21,93.94,0.18,95.62,6.42,8.25,4.45,3.81,291.38
2022,159,6.2,14.91,1.08,0.47,0.77,1.63,2.06,2.23,0.16,4.15,95.62,9.52,95.66,4.84,7.07,1.35,5.71,262.44
2022,160,12.39,14.77,-0.61,-2.2,-1.41,-0.7,4.98,1.65,-3.32,3.3,89.75,0.35,98.03,4.22,6.79,1.73,5.05,250.88
2022,161,4.8,14.61,0.68,-0.58,0.05,1.01,5.52,3.69,-1.82,3.78,91.69,2.77,97.0,8.07,11.66,3.69,7.96,259.06
2022,162,6.02,14.44,2.09,1.6,1.84,1.72,2.95,3.55,0.6,4.46,96.62,2.56,96.77,4.46,6.98,1.73,5.25,262.81
2022,163,8.89,14.61,3.17,3.31,3.24,2.82,1.52,3.82,2.3,5.0,99.56,1.36,96.23,2.82,4.77,1.0,3.78,318.19
2022,164,10.62,14.46,2.4,2.45,2.43,2.03,2.89,3.76,0.87,4.76,98.31,0.44,96.36,2.71,3.45,2.03,1.41,265.19
2022,165,13.1,14.26,0.99,-0.05,0.47,1.1,2.48,2.43,-0.04,3.91,92.81,0.43,97.25,3.13,5.74,2.02,3.72,274.81
2022,166,7.78,13.91,3.82,1.66,2.74,3.16,2.38,4.8,2.4,4.46,85.75,0.64,96.41,7.03,7.87,5.09,2.77,295.31
2022,167,9.8,14.12,-0.34,-2.11,-1.22,0.48,4.95,2.79,-2.16,3.42,88.12,3.34,96.04,4.91,6.71,2.66,4.05,236.06
2022,168,8.88,13.96,-1.62,-3.74,-2.68,-0.5,3.09,-0.46,-3.55,2.99,86.12,4.24,96.16,4.91,8.05,1.84,6.2,218.94
2022,169,10.61,13.73,-2.97,-4.95,-3.96,-2.01,2.15,-1.59,-3.74,2.69,87.75,1.75,97.04,3.41,4.53,2.53,2.0,222.0
2022,170,4.05,13.76,-1.95,-3.15,-2.55,-1.24,2.35,-0.9,-3.25,3.11,92.69,4.54,96.85,2.26,3.77,1.33,2.45,135.06
2022,171,10.28,13.81,-2.02,-3.49,-2.76,-1.26,2.49,-0.68,-3.17,2.99,90.94,2.53,98.26,4.42,6.17,2.01,4.17,212.69
2022,172,11.09,13.8,-0.67,-2.3,-1.49,-0.01,1.74,0.38,-1.36,3.3,89.06,1.05,98.4,7.84,9.68,5.69,3.99,229.5
2022,173,10.41,13.62,0.54,-0.34,0.1,1.03,2.08,1.43,-0.64,3.78,93.81,2.85,97.98,7.45,9.39,5.19,4.2,229.38
2022,174,8.41,13.66,-0.19,-1.19,-0.69,0.37,1.19,0.33,-0.85,3.54,93.0,2.49,98.42,5.74,6.87,3.63,3.23,214.81
2022,175,7.38,13.85,1.66,1.02,1.34,1.65,2.76,2.5,-0.25,4.15,95.56,1.06,98.76,5.23,6.0,3.45,2.55,248.06
2022,176,5.16,13.94,2.61,1.3,1.95,2.0,2.05,3.33,1.29,4.27,91.19,2.11,97.41,5.93,8.96,3.66,5.3,288.31
2022,177,6.63,13.91,4.15,2.95,3.55,3.2,4.88,5.95,1.08,4.94,91.94,0.79,95.09,6.12,10.02,2.92,7.1,279.62
2022,178,11.26,14.28,1.4,0.01,0.7,1.18,2.6,3.13,0.53,3.97,90.5,0.28,95.86,4.66,6.75,3.54,3.21,304.94
2022,179,10.9,14.13,0.23,-0.92,-0.35,0.36,3.64,2.23,-1.42,3.72,92.25,0.2,95.56,2.88,5.25,1.79,3.46,278.44
2022,180,11.43,14.27,-0.85,-1.68,-1.27,-0.7,2.91,0.81,-2.1,3.48,94.88,0.44,96.23,2.51,3.46,2.05,1.41,267.81
2022,181,12.75,14.36,-1.68,-2.13,-1.91,-1.89,3.48,0.44,-3.02,3.36,97.5,0.16,96.49,1.96,2.21,1.64,0.57,288.06
2022,182,10.53,14.49,-1.0,-1.68,-1.35,-0.7,3.98,1.12,-2.85,3.48,95.94,0.27,96.36,3.21,5.49,1.86,3.63,328.44
2022,183,8.18,14.65,-1.26,-2.32,-1.79,-0.54,3.05,0.19,-2.86,3.36,93.44,0.12,96.08,6.13,6.53,5.7,0.84,71.12
2022,184,10.16,14.68,-0.09,-0.54,-0.31,0.16,3.78,1.27,-2.52,3.85,97.31,2.22,96.03,3.47,6.2,1.5,4.7,133.62
2022,185,10.82,15.02,0.01,-0.37,-0.18,0.24,2.82,1.12,-1.7,3.91,97.5,1.86,95.96,2.34,3.5,0.93,2.57,188.0
2022,186,11.14,15.09,-1.84,-3.06,-2.45,-1.4,2.12,-0.49,-2.62,3.17,92.62,0.59,96.03,1.67,2.2,1.45,0.76,230.06
2022,187,13.75,15.15,-2.76,-3.88,-3.32,-2.59,2.5,-1.17,-3.66,2.93,93.5,0.39,96.17,2.3,2.95,1.52,1.42,284.06
2022,188,12.88,15.59,-2.92,-3.37,-3.14,-3.16,3.61,-0.5,-4.11,3.05,97.69,0.36,96.54,3.2,4.09,2.39,1.7,266.06
2022,189,8.29,16.17,-3.78,-4.74,-4.26,-3.52,2.2,-2.79,-4.99,2.75,95.31,2.8,96.15,1.86,3.59,0.34,3.25,287.62
2022,190,10.47,16.06,-3.1,-5.31,-4.2,-2.46,1.85,-2.14,-3.99,2.62,86.31,1.58,96.82,5.19,6.91,3.41,3.5,224.88
2022,191,13.32,16.48,-2.56,-4.63,-3.6,-2.69,6.25,-0.14,-6.38,2.75,86.81,0.37,98.49,2.46,4.11,0.96,3.15,247.62
2022,192,9.38,17.02,-4.43,-5.26,-4.85,-3.27,5.45,-1.38,-6.82,2.62,96.81,0.14,97.52,6.09,7.43,2.97,4.46,236.5
2022,193,7.04,16.73,0.06,-0.4,-0.17,0.55,2.31,1.12,-1.19,3.85,96.94,1.23,96.95,5.61,6.81,4.23,2.59,40.25
2022,194,12.97,17.54,-1.67,-2.61,-2.13,-1.76,2.24,-0.53,-2.77,3.17,94.38,0.56,98.53,2.52,3.88,1.09,2.78,63.5
2022,195,16.27,17.63,-3.1,-4.8,-3.95,-4.26,4.41,-0.92,-5.34,2.62,89.88,0.17,99.6,1.32,2.31,0.59,1.73,216.12
2022,196,13.02,18.05,-4.17,-4.9,-4.53,-3.27,3.38,-2.49,-5.88,2.69,97.06,0.05,98.84,5.5,8.34,2.39,5.94,339.69
2022,197,7.88,18.59,-2.49,-3.4,-2.95,-1.71,3.53,-0.92,-4.45,3.05,95.5,0.41,96.81,6.61,8.61,4.86,3.75,352.81
2022,198,10.67,18.74,-1.56,-2.17,-1.87,-1.4,3.63,0.13,-3.5,3.42,96.88,0.05,95.5,4.55,5.55,3.44,2.11,330.0
2022,199,8.67,18.79,-1.05,-2.07,-1.56,-1.4,6.26,1.64,-4.62,3.48,93.94,0.11,95.13,4.84,7.9,2.55,5.34,312.88
2022,200,9.88,19.41,0.3,-0.28,0.01,0.51,3.63,1.58,-2.05,4.03,96.06,5.61,93.16,4.88,7.61,2.41,5.2,270.75
2022,201,7.09,19.41,-1.0,-2.18,-1.59,-0.38,3.77,1.14,-2.63,3.48,92.38,7.66,93.76,7.02,10.34,2.34,7.99,221.12
2022,202,12.48,19.91,-2.35,-3.99,-3.17,-1.84,3.07,-1.31,-4.38,2.93,89.88,2.37,95.58,6.1,8.05,3.4,4.65,243.62
2022,203,11.34,20.54,-0.68,-1.92,-1.31,-0.19,1.88,0.4,-1.49,3.42,91.62,3.49,96.67,7.05,9.29,4.09,5.19,226.19
2022,204,13.3,21.26,-1.74,-3.06,-2.39,-1.6,2.91,-0.12,-3.02,3.11,91.94,1.52,97.77,4.64,6.65,3.02,3.64,239.0
2022,205,10.59,21.55,-0.93,-2.38,-1.66,-1.31,5.86,1.34,-4.51,3.3,91.25,0.04,97.96,5.12,7.45,2.84,4.6,283.69
2022,206,14.66,22.55,0.09,-2.03,-0.97,-0.11,4.55,2.32,-2.23,3.36,86.0,0.64,97.67,7.01,9.39,4.13,5.26,265.31
2022,207,14.56,22.77,-1.27,-3.04,-2.16,-1.52,4.11,0.93,-3.18,3.11,88.88,0.05,98.45,4.45,5.45,3.57,1.88,291.25
2022,208,8.95,23.41,1.8,0.03,0.91,1.32,1.8,2.57,0.77,3.97,87.94,1.21,96.68,7.46,9.38,5.49,3.89,295.12
2022,209,13.45,24.48,2.13,0.79,1.46,1.62,2.65,3.49,0.84,4.21,90.81,3.35,95.26,7.76,11.36,3.76,7.6,295.12
2022,210,13.54,24.75,1.9,-0.24,0.83,1.32,4.86,3.24,-1.62,3.97,85.88,1.71,95.18,9.02,14.56,3.59,10.96,281.62
2022,211,15.36,24.76,2.96,0.26,1.61,2.37,1.76,4.05,2.29,4.03,82.38,0.21,95.84,10.62,11.04,9.54,1.5,280.5
2022,212,17.02,25.83,1.73,0.43,1.08,1.49,2.03,2.94,0.9,4.03,91.06,0.52,97.0,4.25,9.0,2.1,6.9,286.12
2022,213,13.55,26.41,2.54,1.86,2.2,2.08,3.09,4.38,1.29,4.52,95.19,0.3,97.09,4.6,5.34,3.82,1.52,325.5
2022,214,9.91,26.9,0.94,0.04,0.48,1.12,3.18,2.4,-0.78,3.91,93.81,3.12,97.79,2.61,4.93,1.86,3.06,191.62
2022,215,14.02,27.3,0.63,0.05,0.34,1.26,2.74,1.91,-0.82,3.91,96.06,0.69,98.16,3.36,4.01,2.75,1.26,54.06
2022,216,17.78,28.12,0.16,-0.8,-0.32,0.74,1.62,0.99,-0.63,3.66,93.38,0.85,97.96,2.03,3.52,0.97,2.55,155.62
2022,217,22.54,29.04,0.23,-0.42,-0.1,0.12,2.31,1.85,-0.46,3.72,95.56,0.71,98.78,2.06,3.82,1.16,2.67,237.5
2022,218,27.65,29.62,-0.91,-1.99,-1.45,-1.89,5.95,2.72,-3.24,3.3,92.56,0.04,99.78,1.93,2.71,1.23,1.48,303.62
2022,219,25.19,30.2,-1.49,-2.1,-1.79,-0.99,4.99,1.69,-3.31,3.3,95.75,0.16,99.53,4.05,5.62,2.36,3.26,332.81
2022,220,19.12,30.69,-1.18,-2.13,-1.66,-0.48,4.37,1.16,-3.2,3.3,94.06,0.87,98.22,5.02,6.49,3.19,3.31,347.75
2022,221,23.26,32.07,0.56,-0.74,-0.09,0.63,5.12,3.49,-1.63,3.72,91.62,1.58,97.01,3.56,5.88,1.79,4.09,263.25
2022,222,13.05,33.23,1.08,0.59,0.84,1.21,3.52,2.59,-0.93,4.09,96.44,1.37,96.82,2.66,4.02,1.52,2.5,291.44
2022,223,19.95,34.02,-1.21,-4.1,-2.65,-1.43,5.57,1.02,-4.56,2.87,81.56,0.25,96.82,2.39,4.15,0.86,3.29,316.31
2022,224,11.14,34.21,-2.24,-4.01,-3.13,-1.64,4.8,0.66,-4.13,2.93,89.31,0.3,95.88,2.3,3.45,0.75,2.7,279.62
2022,225,23.05,35.32,-1.39,-2.85,-2.12,-0.63,3.76,0.45,-3.31,3.23,90.56,2.51,95.25,3.87,6.46,1.74,4.71,195.81
2022,226,12.62,35.31,-0.62,-1.19,-0.9,-0.12,2.73,0.42,-2.31,3.72,96.5,6.71,94.58,3.11,5.08,1.59,3.49,176.94
2022,227,17.77,36.67,-1.13,-1.93,-1.53,-1.07,4.15,0.85,-3.3,3.48,95.25,1.08,94.65,3.01,4.49,1.49,2.99,123.75
2022,228,24.11,37.12,-0.87,-1.77,-1.32,-0.67,3.17,0.88,-2.29,3.54,94.44,2.68,95.23,1.85,3.41,1.12,2.3,40.38
2022,229,23.96,38.31,-1.77,-2.88,-2.32,-1.19,3.02,-0.02,-3.05,3.17,93.38,0.42,97.1,3.44,6.47,1.57,4.89,211.62
2022,230,18.83,39.91,0.25,-1.14,-0.45,0.61,2.55,1.73,-0.83,3.66,90.56,3.25,96.33,6.3,9.92,2.42,7.5,247.06
2022,231,24.54,40.79,0.79,-0.85,-0.02,0.83,2.81,1.74,-1.07,3.72,88.94,0.88,96.09,8.38,10.48,3.81,6.66,253.56
2022,232,28.28,41.88,-0.52,-1.55,-1.03,-0.92,5.98,2.76,-3.22,3.48,93.5,0.04,98.29,3.37,5.66,2.47,3.2,312.56
2022,233,14.3,42.84,0.86,-0.0,0.43,0.75,2.76,2.35,-0.4,3.97,94.0,2.19,96.69,6.05,8.24,3.45,4.8,265.0
2022,234,34.02,43.59,-0.2,-1.52,-0.87,-0.67,5.37,3.17,-2.2,3.54,92.0,0.09,96.66,3.16,4.11,2.27,1.84,312.88
2022,235,22.8,45.43,1.3,0.39,0.85,1.23,5.77,4.09,-1.69,4.09,93.88,0.42,95.83,5.59,7.35,2.79,4.55,327.56
2022,236,30.66,45.9,1.83,-0.38,0.73,1.73,3.58,3.55,-0.02,3.91,85.44,0.24,95.34,5.87,8.19,3.4,4.79,305.5
2022,237,21.69,46.72,1.93,-0.81,0.55,1.87,3.96,4.27,0.31,3.78,81.94,0.4,94.91,8.08,9.35,5.77,3.59,300.94
2022,238,21.84,47.61,-0.38,-3.13,-1.75,0.29,1.84,0.37,-1.47,3.17,81.69,2.77,94.69,7.28,8.98,4.51,4.48,262.69
2022,239,27.77,48.41,0.15,-2.2,-1.02,0.66,3.37,1.68,-1.69,3.36,84.44,1.3,97.19,8.09,9.18,6.72,2.46,241.88
2022,240,27.14,50.4,2.66,1.26,1.97,2.34,3.73,4.11,0.37,4.27,90.44,2.32,97.27,5.38,6.8,2.49,4.3,293.75
2022,241,32.06,51.56,3.79,2.88,3.33,2.98,4.97,6.86,1.89,4.82,93.5,0.17,97.0,3.3,5.16,1.13,4.03,306.38
2022,242,25.65,52.06,2.88,2.3,2.59,2.66,5.37,6.5,1.13,4.64,95.44,0.52,96.91,4.13,4.99,2.45,2.54,327.31
2022,243,18.38,53.28,2.38,1.58,1.98,2.16,4.65,5.16,0.51,4.46,94.5,0.83,96.57,4.29,6.95,1.98,4.98,324.62
2022,244,25.11,53.58,1.88,-0.63,0.62,1.75,4.47,4.04,-0.43,3.78,83.94,0.27,96.63,5.83,8.59,2.48,6.12,302.88
2022,245,17.27,55.25,0.64,-0.2,0.22,0.86,3.48,2.61,-0.87,3.91,94.0,3.03,96.41,2.62,5.51,0.91,4.59,232.94
2022,246,27.41,57.51,0.47,-1.17,-0.35,0.96,2.27,1.65,-0.63,3.6,88.88,1.27,96.77,2.39,3.13,1.58,1.55,229.06
2022,247,30.77,58.71,1.83,-0.0,0.91,1.99,4.34,3.98,-0.35,3.97,88.0,1.26,96.42,6.78,10.24,3.34,6.9,274.44
2022,248,34.87,59.7,1.9,-0.74,0.58,2.01,4.04,3.61,-0.43,3.78,82.69,2.95,95.41,6.62,8.62,4.2,4.41,284.06
2022,249,30.78,59.44,-1.34,-4.33,-2.84,-0.24,1.88,-0.35,-2.22,2.81,80.44,2.36,96.72,6.94,8.73,3.92,4.8,246.31
2022,250,36.95,61.85,0.19,-2.19,-1.0,0.73,3.59,2.06,-1.52,3.3,84.44,0.95,97.42,3.5,4.83,2.62,2.2,298.56
2022,251,17.32,62.54,1.22,-0.26,0.48,1.14,4.48,2.88,-1.6,3.85,90.19,2.52,97.09,4.58,6.3,2.38,3.91,320.5
2022,252,45.05,63.94,3.41,0.94,2.18,2.93,3.07,5.37,2.3,4.21,84.06,0.39,96.34,6.81,8.98,5.27,3.71,295.06
2022,253,51.88,64.68,2.83,-0.55,1.14,2.47,5.49,5.68,0.19,3.78,78.75,0.38,96.9,6.58,8.81,3.52,5.29,284.06
2022,254,43.34,66.15,2.59,-0.2,1.19,2.4,5.2,5.48,0.28,3.85,82.38,0.3,97.14,6.53,9.6,3.8,5.8,289.56
2022,255,48.22,67.2,2.23,0.05,1.14,2.06,6.76,6.08,-0.67,3.91,86.25,0.13,98.21,3.32,5.09,1.35,3.73,306.81
2022,256,33.97,69.73,1.65,0.15,0.9,1.84,5.01,4.08,-0.92,4.03,90.06,0.4,96.76,7.95,11.83,3.16,8.66,133.69
2022,257,58.06,71.3,1.78,-1.52,0.12,1.96,7.58,5.44,-2.13,3.54,80.25,0.02,96.43,5.96,8.36,2.02,6.34,282.56
2022,258,45.51,72.96,1.51,-1.42,0.05,1.8,5.6,4.58,-1.02,3.6,81.5,0.21,95.95,5.77,7.12,4.58,2.55,284.75
2022,259,35.85,74.39,1.36,-2.04,-0.35,1.8,4.36,3.34,-1.02,3.42,78.38,0.72,96.85,5.5,6.93,3.0,3.93,284.62
2022,260,52.34,74.91,1.23,-1.06,0.08,1.76,2.98,2.97,-0.02,3.6,84.94,1.42,98.32,6.63,8.41,3.56,4.85,244.81
2022,261,62.83,75.64,2.12,-0.6,0.76,2.05,5.79,5.57,-0.22,3.66,82.75,0.24,99.47,2.55,3.95,1.01,2.93,282.62
2022,262,73.66,77.07,2.64,-0.86,0.89,1.99,9.76,8.05,-1.71,3.6,79.5,0.0,99.3,1.86,2.66,0.92,1.73,327.0
2022,263,51.69,78.94,1.78,-0.85,0.46,1.9,5.2,4.86,-0.34,3.6,83.31,0.01,98.81,4.48,5.81,2.16,3.65,341.75
2022,264,47.95,79.88,3.31,1.33,2.32,3.77,7.8,7.73,-0.07,4.33,87.44,0.89,97.4,8.15,9.94,5.87,4.07,280.88
2022,265,56.48,81.76,4.34,1.38,2.87,4.19,5.48,7.46,1.98,4.33,82.38,0.64,97.0,4.59,7.27,2.02,5.25,323.44
2022,266,50.0,82.3,4.09,2.05,3.07,4.19,6.8,8.12,1.31,4.58,87.5,0.51,96.65,5.16,7.09,2.77,4.32,336.5
2022,267,58.38,83.97,1.96,-0.92,0.52,2.37,3.46,4.01,0.56,3.66,81.69,0.83,96.93,5.09,7.34,2.45,4.89,278.19
2022,268,55.45,85.64,3.61,1.32,2.46,3.87,6.24,7.2,0.95,4.39,85.44,0.76,96.26,5.55,7.59,2.41,5.18,262.56
2022,269,54.62,86.42,2.48,0.19,1.33,2.96,5.17,5.25,0.08,4.03,85.19,0.62,95.36,5.75,8.35,2.82,5.54,271.38
2022,270,56.27,86.38,4.48,1.74,3.11,4.51,4.24,6.94,2.69,4.46,82.56,0.47,96.71,8.51,11.58,5.15,6.44,270.56
2022,271,41.24,88.89,4.97,2.94,3.95,4.5,4.88,7.6,2.71,4.88,86.75,1.85,97.28,5.75,7.97,3.71,4.26,311.81
2022,272,55.48,91.33,4.78,1.87,3.33,4.26,8.74,9.29,0.55,4.52,82.38,0.17,97.02,3.84,5.61,1.95,3.66,306.88
2022,273,36.62,92.11,3.61,0.74,2.18,3.49,6.97,6.63,-0.34,4.15,82.44,0.2,97.02,6.28,8.24,3.02,5.23,313.19
2022,274,73.28,93.52,2.58,-0.45,1.06,3.11,5.08,5.09,0.01,3.78,81.31,0.73,98.03,6.08,8.09,3.47,4.63,256.69
2022,275,81.99,94.92,3.16,-1.04,1.06,3.25,8.38,7.71,-0.66,3.6,75.31,0.0,98.61,2.42,3.87,0.72,3.14,237.56
2022,276,61.29,91.02,5.67,2.46,4.06,5.39,10.91,11.41,0.51,4.7,81.5,0.13,97.18,2.3,3.83,0.56,3.26,234.19
2022,277,59.87,97.53,6.08,3.91,5.0,5.68,8.69,11.01,2.33,5.25,86.62,0.87,96.16,2.43,3.59,1.11,2.48,309.81
2022,278,48.1,99.66,3.58,1.92,2.75,3.55,5.15,6.49,1.34,4.58,89.31,3.16,96.11,2.87,5.05,1.41,3.65,306.81
2022,279,58.85,100.28,2.83,0.13,1.48,3.31,7.45,6.05,-1.4,4.03,83.44,0.78,96.26,3.84,5.33,2.82,2.51,287.06
2022,280,70.7,102.23,2.25,-0.37,0.94,3.03,3.11,3.98,0.87,3.85,83.62,1.97,96.09,5.36,7.52,2.41,5.11,266.38
2022,281,63.14,103.46,4.05,0.98,2.51,4.37,6.86,7.07,0.21,4.27,80.88,0.75,96.14,6.8,11.02,3.66,7.37,281.94
2022,282,64.27,105.49,5.67,1.66,3.66,5.62,3.12,7.51,4.39,4.52,75.81,0.21,95.44,9.67,12.2,6.85,5.35,283.69
2022,283,68.79,107.12,5.4,1.39,3.39,5.23,6.99,8.41,1.43,4.39,75.94,0.29,96.02,7.12,9.13,3.12,6.02,291.12
2022,284,59.46,109.66,3.58,0.51,2.05,3.81,7.48,7.62,0.14,4.15,81.0,0.32,95.45,5.32,7.49,3.53,3.96,316.88
2022,285,46.51,111.69,0.65,-2.06,-0.7,1.58,2.7,2.11,-0.59,3.42,82.0,4.02,95.49,8.42,11.23,4.05,7.17,252.31
2022,286,78.55,113.46,2.84,-0.35,1.25,3.39,5.21,5.23,0.01,3.85,80.06,0.91,97.17,6.16,7.53,3.77,3.77,271.88
2022,287,65.93,113.48,6.44,3.57,5.01,6.23,6.26,9.66,3.4,5.07,82.19,0.85,96.88,7.53,9.15,6.3,2.85,289.81
