-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2021 
Location: Latitude  -54.8093   Longitude -68.3337 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 268.93 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE              MERRA-2 Temperature at 2 Meters Range (C) 
T2M_MAX                MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
PS                     MERRA-2 Surface Pressure (kPa) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS2M_MAX               MERRA-2 Wind Speed at 2 Meters Maximum (m/s) 
WS2M_MIN               MERRA-2 Wind Speed at 2 Meters Minimum (m/s) 
WS2M_RANGE             MERRA-2 Wind Speed at 2 Meters Range (m/s) 
WD2M                   MERRA-2 Wind Direction at 2 Meters (Degrees) 
-END HEADER-
YEAR,DOY,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,T2M,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WS2M_MAX,WS2M_MIN,WS2M_RANGE,WD2M
2021,221,19.52,32.3,3.33,6.02,5.37,-0.65,4.21,83.88,0.33,97.02,9.06,10.12,7.46,2.66,285.31
2021,222,21.74,33.09,0.43,1.84,1.38,-0.45,3.05,76.56,0.44,98.18,9.12,10.44,7.22,3.22,251.19
2021,223,13.61,33.86,2.56,4.66,4.87,0.21,4.21,88.19,3.95,97.06,7.54,9.37,5.96,3.41,278.81
2021,224,18.08,34.73,4.81,6.35,7.06,0.71,4.76,85.06,0.84,95.76,10.63,14.07,6.12,7.94,272.19
2021,225,14.55,35.74,-0.13,2.32,1.01,-1.31,3.3,85.12,2.16,96.77,4.35,5.66,3.59,2.07,235.5
2021,226,26.34,36.85,-0.63,2.68,1.0,-1.68,2.93,79.94,0.75,97.85,2.38,4.05,1.18,2.88,293.06
2021,227,20.79,37.11,2.42,5.37,4.96,-0.41,4.52,95.88,0.84,96.52,3.22,5.23,1.38,3.84,325.31
2021,228,20.34,37.76,1.09,3.55,3.12,-0.42,4.21,97.44,5.84,95.52,2.62,4.67,1.21,3.46,139.5
2021,229,19.05,38.69,-0.97,1.34,-0.45,-1.78,3.23,88.0,3.67,95.92,4.61,5.74,3.02,2.73,94.75
2021,230,17.23,39.39,-1.35,4.09,0.25,-3.84,3.23,91.12,7.19,96.28,4.48,5.99,2.95,3.04,132.44
2021,231,25.09,39.84,-3.77,3.57,-1.84,-5.42,2.44,85.62,1.54,97.24,5.99,8.3,3.92,4.38,204.88
2021,232,27.12,40.91,-2.22,4.59,-0.13,-4.72,2.87,89.12,1.1,98.02,4.51,6.37,2.64,3.72,229.25
2021,233,34.18,42.01,-3.1,5.98,-0.3,-6.27,2.75,91.69,0.29,98.25,2.15,2.62,1.37,1.26,296.38
2021,234,22.92,42.93,-1.96,7.1,1.15,-5.95,3.17,94.81,0.5,98.02,2.84,3.91,2.11,1.79,335.25
2021,235,23.92,44.12,-0.4,4.26,1.87,-2.38,3.48,92.69,0.33,97.06,4.47,7.58,2.79,4.79,339.81
2021,236,31.8,45.21,-1.5,6.7,1.37,-5.33,3.05,88.44,0.15,96.58,2.53,5.91,1.48,4.44,298.69
2021,237,32.42,46.32,-3.31,6.02,0.11,-5.92,2.75,91.62,0.18,96.61,2.2,3.7,1.36,2.34,336.06
2021,238,44.84,47.41,-1.56,6.73,1.87,-4.87,3.17,92.12,0.21,97.28,1.82,2.37,1.52,0.84,268.12
2021,239,23.38,48.58,-1.02,6.23,1.61,-4.62,3.42,93.56,1.12,96.81,5.83,8.38,1.69,6.69,136.62
2021,240,26.33,49.91,0.92,4.49,3.59,-0.9,3.91,92.19,0.85,96.35,4.3,7.3,2.51,4.79,273.62
2021,241,31.67,50.7,0.51,4.41,2.82,-1.6,3.6,88.31,0.4,97.25,4.44,5.49,2.59,2.91,292.0
2021,242,31.29,51.75,0.01,6.59,2.58,-4.01,3.48,88.5,0.08,97.05,5.77,8.72,2.29,6.43,327.0
2021,243,26.02,53.09,-0.16,5.35,2.2,-3.15,3.36,85.94,0.8,97.04,4.76,8.51,2.15,6.36,274.5
2021,244,38.89,53.38,0.96,7.38,4.33,-3.06,3.6,85.75,0.05,98.1,6.12,7.86,4.42,3.43,285.31
2021,245,38.48,55.13,1.47,6.17,4.58,-1.59,3.85,88.88,0.01,97.72,5.23,6.38,3.28,3.1,314.81
2021,246,29.62,56.71,3.22,4.84,6.08,1.23,4.7,95.12,0.12,97.23,3.39,4.91,1.98,2.94,319.75
2021,247,32.86,56.97,3.22,4.86,6.54,1.68,4.64,94.31,0.9,97.36,3.83,6.08,1.45,4.62,315.0
2021,248,46.38,57.59,3.57,6.47,7.61,1.14,4.82,94.56,0.13,97.79,2.8,4.15,1.59,2.55,323.0
2021,249,36.12,58.96,3.24,5.94,6.53,0.58,4.46,90.81,0.36,98.11,2.97,5.16,1.32,3.84,298.44
2021,250,40.34,60.62,4.6,8.34,9.15,0.8,4.7,87.38,0.07,98.09,4.79,6.91,1.96,4.95,345.94
2021,251,20.66,63.22,5.15,6.62,8.77,2.14,5.19,90.75,0.27,97.3,4.01,7.15,0.91,6.24,317.62
2021,252,43.72,64.06,3.07,6.38,6.51,0.13,4.39,89.25,0.05,97.29,4.63,6.63,1.42,5.21,338.94
2021,253,33.88,65.81,2.57,5.34,5.48,0.15,4.15,86.94,0.32,96.09,5.54,7.44,3.73,3.7,323.69
2021,254,38.88,66.6,1.76,5.38,5.05,-0.32,3.72,83.25,0.07,95.8,5.12,6.27,3.98,2.27,277.5
2021,255,36.62,68.23,1.19,3.42,2.95,-0.47,4.15,94.44,0.57,94.99,4.31,6.55,0.91,5.62,154.38
2021,256,38.12,69.67,2.08,4.28,3.82,-0.47,3.85,83.06,1.23,95.13,7.87,11.59,4.91,6.67,276.44
2021,257,38.63,70.67,1.23,4.11,3.36,-0.75,3.3,75.69,1.84,95.25,9.01,11.47,6.3,5.17,281.88
2021,258,26.05,70.95,-0.92,1.17,-0.42,-1.6,2.87,77.62,3.82,96.2,8.43,10.55,6.19,4.37,249.75
2021,259,35.29,73.34,0.3,3.98,2.74,-1.24,3.11,78.56,0.86,97.19,2.46,5.67,0.52,5.15,174.38
2021,260,45.15,74.59,0.6,5.3,3.43,-1.87,3.23,79.75,0.35,97.67,1.21,1.67,0.7,0.97,88.88
2021,261,49.88,75.44,1.79,6.87,5.96,-0.91,3.91,88.62,0.07,98.06,2.57,3.8,1.51,2.29,302.56
2021,262,35.38,76.88,2.44,4.23,4.93,0.7,4.27,92.0,2.18,97.45,5.57,6.72,3.9,2.81,309.31
2021,263,32.12,79.05,3.48,7.41,7.28,-0.13,4.58,90.25,2.89,97.53,4.68,6.62,2.05,4.57,313.56
2021,264,49.01,80.62,6.29,6.8,9.66,2.86,5.37,87.94,0.19,97.46,3.8,6.3,1.2,5.09,266.75
2021,265,38.12,81.6,5.08,7.61,9.13,1.52,5.07,88.88,2.91,96.39,4.59,6.9,2.64,4.26,204.44
2021,266,57.5,83.04,3.75,5.56,6.65,1.09,4.21,82.19,0.27,96.65,5.89,7.98,4.2,3.78,292.69
2021,267,43.72,85.05,4.29,6.8,7.37,0.57,4.82,88.62,1.46,95.51,4.46,7.87,1.88,5.99,256.19
2021,268,66.48,85.91,1.51,5.55,4.43,-1.13,3.6,82.81,0.33,96.75,3.31,5.01,2.27,2.73,268.75
2021,269,61.37,86.25,2.29,7.02,5.9,-1.11,3.72,81.44,0.05,97.31,3.44,4.94,2.23,2.7,299.06
2021,270,59.23,89.98,3.85,8.12,7.74,-0.38,4.27,82.44,0.24,96.71,4.83,7.15,3.27,3.88,295.62
2021,271,45.28,89.47,3.33,6.96,6.61,-0.35,4.03,79.81,1.07,96.22,7.01,9.43,4.09,5.34,305.44
2021,272,24.15,92.52,4.57,5.45,6.51,1.05,4.58,82.25,0.28,95.42,6.02,9.59,1.86,7.73,308.94
2021,273,71.26,93.0,2.28,5.34,4.98,-0.36,3.72,80.12,0.13,96.04,3.81,5.06,1.99,3.07,296.25
2021,274,56.54,94.86,1.76,5.75,4.23,-1.52,3.72,83.62,0.78,96.28,4.08,5.05,2.54,2.52,279.69
2021,275,51.05,96.73,2.01,7.96,6.18,-1.78,3.85,84.69,0.69,96.64,4.26,6.47,2.36,4.11,292.88
2021,276,51.73,97.79,2.83,6.02,6.45,0.44,4.15,85.94,1.43,95.94,6.66,9.75,2.46,7.28,300.25
2021,277,65.38,98.26,1.81,3.1,3.65,0.55,3.6,80.81,1.38,96.67,8.42,9.85,7.24,2.6,241.06
2021,278,84.78,99.01,2.34,5.72,5.94,0.21,3.54,77.12,0.27,98.13,5.3,7.42,2.38,5.05,256.75
2021,279,59.68,101.77,3.73,6.2,7.38,1.17,4.39,85.44,2.54,97.02,6.1,8.55,4.48,4.05,286.25
2021,280,76.23,103.1,3.86,6.23,6.96,0.73,4.03,78.75,0.2,97.26,5.23,7.28,3.77,3.51,292.44
2021,281,68.63,104.96,3.9,5.88,6.6,0.73,4.21,80.81,1.5,96.25,7.65,10.2,2.91,7.3,285.75
2021,282,44.16,106.9,4.62,8.3,9.11,0.81,4.7,84.81,1.0,96.14,7.29,11.14,2.88,8.26,311.31
2021,283,70.28,107.82,4.38,7.7,8.11,0.41,4.15,77.38,0.44,96.49,6.8,9.3,4.6,4.7,304.94
2021,284,62.93,110.54,6.01,6.62,9.23,2.61,4.76,80.19,0.36,96.63,6.3,8.67,3.75,4.91,308.38
2021,285,41.96,110.76,6.64,8.32,11.18,2.86,5.19,82.81,0.12,96.26,6.38,9.21,3.6,5.61,339.19
2021,286,73.8,112.69,5.23,7.84,8.55,0.7,4.58,79.38,0.86,95.22,5.37,7.37,2.14,5.22,307.5
2021,287,84.23,113.46,2.81,6.89,5.8,-1.1,3.66,76.62,0.2,96.0,4.95,6.53,2.7,3.84,283.44
2021,288,50.46,114.66,4.83,5.98,7.27,1.29,4.39,78.25,2.13,94.83,7.2,12.41,4.61,7.8,299.44
2021,289,52.76,116.38,0.11,2.88,1.68,-1.21,2.93,73.62,2.32,96.22,9.68,13.11,3.9,9.21,246.0
2021,290,44.27,116.8,4.16,9.01,7.95,-1.06,4.58,85.25,2.2,96.7,6.04,8.26,2.82,5.43,296.94
2021,291,91.59,119.62,5.24,5.94,7.93,1.99,4.46,78.0,0.23,96.61,7.05,8.93,3.39,5.54,270.38
2021,292,69.87,120.81,6.65,10.18,11.91,1.73,5.55,86.31,1.16,96.73,5.27,8.39,2.4,5.99,324.94
2021,293,74.29,122.89,6.7,5.02,8.88,3.86,4.7,74.56,0.11,96.4,5.08,6.77,3.29,3.48,301.88
2021,294,79.98,123.2,3.94,4.75,6.01,1.26,4.09,79.06,0.51,97.0,6.33,8.46,4.02,4.45,279.25
2021,295,47.55,124.76,3.76,5.84,6.76,0.93,4.27,82.12,3.85,95.43,7.67,11.43,4.53,6.9,303.31
2021,296,70.05,125.8,1.98,4.21,4.44,0.23,3.48,75.38,1.87,94.9,8.91,11.81,5.23,6.57,263.44
2021,297,58.16,128.75,1.95,6.05,5.63,-0.42,3.66,77.81,2.29,93.66,8.02,12.36,3.34,9.02,289.5
2021,298,71.53,129.88,0.77,4.25,3.12,-1.13,3.3,78.25,2.86,94.82,6.9,10.09,2.23,7.88,256.0
2021,299,71.41,131.03,3.3,7.57,7.78,0.21,4.21,83.31,1.88,94.87,5.91,9.16,3.23,5.92,229.25
2021,300,83.62,131.61,5.05,7.95,9.23,1.28,4.46,78.75,0.07,96.05,6.22,9.7,3.67,6.03,306.25
2021,301,97.65,132.13,7.18,9.64,11.34,1.7,5.19,80.19,0.04,96.79,4.64,6.23,2.91,3.32,320.12
2021,302,94.95,133.23,5.15,7.16,7.33,0.17,4.52,79.25,0.19,97.23,5.23,8.09,2.07,6.02,260.88
2021,303,115.2,133.48,4.69,10.02,9.51,-0.51,3.97,75.12,0.01,99.01,4.38,6.12,2.81,3.3,280.88
2021,304,125.32,135.04,6.74,12.25,12.54,0.3,4.46,73.25,0.0,98.75,2.74,3.88,0.68,3.19,262.0
2021,305,98.73,132.61,7.62,10.74,12.9,2.15,5.25,79.69,0.0,97.55,3.47,5.41,1.0,4.41,315.56
2021,306,80.03,136.22,9.26,10.07,13.94,3.87,5.98,80.62,0.11,96.73,2.82,3.5,1.8,1.69,327.69
2021,307,90.54,139.98,7.21,11.27,11.88,0.62,5.49,82.56,0.86,96.25,3.48,5.6,2.29,3.31,249.25
2021,308,81.7,141.84,4.51,9.16,8.97,-0.19,4.15,76.38,1.19,96.41,6.1,8.73,2.3,6.44,284.19
2021,309,78.98,142.16,6.25,8.19,10.19,2.01,4.58,75.31,0.81,97.24,7.62,9.02,5.33,3.69,294.0
2021,310,61.36,143.91,6.39,4.59,8.6,4.0,5.07,82.69,5.32,97.18,3.27,6.23,0.32,5.91,225.19
2021,311,88.23,143.77,4.74,4.15,7.09,2.94,4.58,83.75,2.67,97.55,2.94,4.76,1.58,3.18,211.94
2021,312,89.84,145.7,6.28,7.73,9.98,2.26,4.7,78.69,0.6,98.06,4.95,7.77,2.7,5.06,293.12
2021,313,126.27,146.27,9.19,12.15,15.98,3.83,5.37,73.56,7.93,96.94,4.58,7.24,1.2,6.05,286.12
2021,314,125.21,148.52,7.8,8.02,11.72,3.69,4.88,73.19,249.65,97.06,2.3,3.74,0.8,2.94,281.19
2021,315,99.2,150.45,7.73,7.98,11.32,3.33,5.07,76.19,0.36,97.79,4.74,6.59,2.7,3.89,316.06
2021,316,111.3,150.88,8.51,8.06,12.51,4.44,5.19,75.06,0.05,97.98,2.02,2.91,0.58,2.34,298.81
2021,317,108.3,152.02,8.07,8.12,11.59,3.47,5.25,77.06,0.45,96.88,2.78,5.23,0.41,4.83,282.12
2021,318,58.22,154.62,3.55,3.59,5.37,1.78,4.76,91.94,14.53,95.42,4.67,9.47,0.73,8.73,225.31
2021,319,95.96,155.6,3.65,5.27,6.13,0.87,3.78,75.06,0.61,97.44,7.18,8.2,5.76,2.44,253.19
2021,320,52.67,156.97,5.48,5.26,9.04,3.78,4.64,79.81,2.83,96.48,7.91,10.67,5.01,5.66,306.25
2021,321,99.12,157.09,3.63,3.01,4.68,1.67,4.03,78.5,3.71,96.19,7.32,9.94,3.38,6.56,256.0
2021,322,89.63,158.5,4.76,5.74,7.37,1.62,4.27,77.25,1.4,96.64,6.7,7.7,4.95,2.74,267.94
2021,323,101.48,158.11,6.05,7.35,9.03,1.68,4.52,74.0,1.02,95.67,8.48,10.68,6.71,3.97,266.25
2021,324,85.85,158.66,2.67,3.53,4.5,0.97,3.6,74.75,3.5,95.48,10.03,12.24,7.34,4.91,254.75
2021,325,105.39,160.31,1.65,4.19,3.88,-0.31,3.36,76.44,4.48,96.42,7.52,8.79,5.86,2.94,246.06
2021,326,102.16,160.53,1.67,4.9,3.98,-0.92,3.3,74.94,2.6,97.09,7.16,9.59,1.81,7.77,232.25
2021,327,72.35,162.55,3.55,7.36,7.15,-0.21,4.33,83.94,3.49,96.14,4.46,6.51,0.94,5.57,182.19
2021,328,114.16,162.52,6.01,6.91,9.37,2.45,4.64,77.25,0.75,96.33,4.85,7.37,1.34,6.03,270.19
2021,329,103.81,163.53,5.43,7.35,9.28,1.93,4.39,76.62,0.96,96.61,3.74,6.84,1.37,5.47,284.62
2021,330,67.91,164.8,5.39,8.72,9.46,0.73,4.39,77.25,0.7,96.96,5.15,7.65,2.67,4.98,304.12
2021,331,127.93,165.05,6.62,9.37,10.69,1.33,4.46,72.75,0.63,97.21,4.74,7.57,3.23,4.34,292.0
2021,332,104.62,165.53,6.87,6.1,9.95,3.85,4.82,75.5,1.19,95.54,7.23,9.41,4.83,4.59,306.06
2021,333,98.23,165.2,4.85,4.27,6.77,2.51,4.09,73.88,0.94,96.02,8.37,11.02,3.05,7.98,264.38
2021,334,100.46,167.59,8.19,9.98,12.65,2.67,5.37,76.81,0.61,96.51,3.84,5.46,2.28,3.18,315.06
2021,335,123.69,168.62,7.65,7.67,11.3,3.62,4.94,74.75,1.39,96.43,3.54,5.75,1.48,4.27,293.69
2021,336,97.78,168.79,6.86,7.25,10.08,2.83,4.76,75.31,1.19,97.22,5.62,7.67,2.94,4.74,283.94
2021,337,99.05,167.99,7.54,7.64,11.62,3.98,4.82,72.81,0.38,97.13,6.79,8.98,4.05,4.92,299.75
2021,338,115.41,169.58,7.48,7.91,11.44,3.52,4.33,66.12,0.08,97.04,5.77,7.37,3.78,3.59,287.69
2021,339,121.61,170.18,6.48,6.59,9.23,2.64,4.39,72.31,0.98,97.5,6.62,9.02,3.82,5.2,274.38
2021,340,53.54,170.68,6.22,9.53,11.44,1.9,5.07,82.5,4.2,96.8,6.17,9.5,2.11,7.39,316.19
2021,341,124.08,171.51,4.5,5.76,6.55,0.8,3.91,73.06,0.66,97.26,7.25,9.26,2.65,6.61,259.06
2021,342,128.48,172.64,7.75,12.62,13.17,0.56,4.52,69.25,0.0,98.51,4.95,7.06,2.33,4.73,326.12
2021,343,152.01,172.11,9.81,8.11,13.7,5.59,5.74,75.38,0.05,97.76,4.24,5.95,1.88,4.09,288.69
2021,344,127.46,172.23,8.51,6.79,11.86,5.07,5.68,80.69,1.26,97.76,2.2,2.98,1.34,1.65,230.62
2021,345,131.46,168.4,10.96,10.03,15.56,5.53,6.35,76.56,0.45,96.95,1.4,2.42,0.23,2.19,214.88
2021,346,106.24,173.95,5.25,7.02,8.58,1.55,4.58,79.19,1.5,96.07,6.48,9.7,1.58,8.12,233.0
2021,347,103.88,174.38,4.06,6.1,7.63,1.54,4.09,78.62,2.26,97.01,4.82,6.19,2.27,3.91,258.25
2021,348,130.75,175.12,6.85,9.27,10.92,1.65,4.76,75.88,0.24,97.16,6.13,8.4,2.56,5.83,272.38
2021,349,110.7,174.92,6.71,6.52,9.94,3.43,5.19,81.62,0.74,96.64,7.52,10.2,5.05,5.15,262.88
2021,350,129.94,175.17,5.66,7.11,9.6,2.5,4.33,74.44,3.33,97.47,6.12,9.59,0.76,8.83,259.62
2021,351,98.0,175.96,9.3,8.52,13.23,4.72,6.1,82.44,0.44,98.15,1.73,2.69,0.76,1.93,274.38
2021,352,166.4,173.62,11.55,10.75,16.69,5.94,6.71,77.75,0.27,97.71,3.2,6.33,1.12,5.21,288.88
2021,353,121.52,175.38,4.35,4.43,6.9,2.48,3.97,74.38,2.04,97.12,7.88,10.45,5.9,4.55,252.75
2021,354,107.86,174.85,6.74,6.9,10.23,3.33,5.07,79.5,1.32,96.2,9.35,10.77,6.66,4.11,264.12
2021,355,127.31,175.71,6.83,5.62,9.78,4.15,5.31,83.12,0.49,96.52,8.8,10.52,6.71,3.8,253.62
2021,356,146.23,174.35,9.25,8.34,13.03,4.69,5.68,76.38,0.13,97.43,6.77,8.49,5.8,2.7,265.75
2021,357,108.73,175.2,9.26,7.06,12.75,5.68,5.98,78.94,0.33,97.08,4.35,6.11,2.55,3.56,279.31
2021,358,123.54,175.24,10.53,5.12,13.0,7.88,6.29,77.19,0.22,96.72,5.02,6.61,3.47,3.15,287.38
2021,359,119.48,173.22,9.12,6.43,12.12,5.69,5.43,73.69,0.11,96.52,5.4,7.43,2.69,4.74,289.38
2021,360,148.55,174.61,9.34,6.88,12.06,5.18,5.13,68.38,0.12,96.25,6.24,8.64,1.63,7.01,291.5
2021,361,114.05,174.39,6.1,4.91,8.2,3.28,4.76,77.94,3.14,96.16,5.52,8.69,1.18,7.51,262.06
2021,362,114.07,172.4,7.51,7.8,10.85,3.05,4.7,71.31,0.76,96.97,4.29,6.14,2.5,3.64,209.56
2021,363,104.88,174.61,7.42,6.2,10.58,4.38,5.19,77.12,3.99,95.63,6.11,8.62,3.3,5.31,222.25
2021,364,100.89,174.91,8.58,6.77,11.64,4.87,5.37,74.19,1.55,95.74,5.09,6.66,2.27,4.39,308.81
2021,365,126.88,173.26,5.98,3.92,7.41,3.49,4.94,80.19,5.54,94.95,3.79,5.75,2.64,3.12,285.69
